West US 2 A DC1 -> [([[West US 2 A_gateway1, GigabitEthernet0/0/1], [West US 2 A_gateway2, GigabitEthernet0/0/1]], [10.0.0.0/16])]
South Africa North D DC5 -> [([[South Africa North D_gateway1, GigabitEthernet0/0/5], [South Africa North D_gateway2, GigabitEthernet0/0/5]], [13.211.0.0/16])]
South Africa North E DC1 -> [([[South Africa North E_gateway1, GigabitEthernet0/0/1], [South Africa North E_gateway2, GigabitEthernet0/0/1]], [13.212.0.0/16])]
South Africa North E DC2 -> [([[South Africa North E_gateway1, GigabitEthernet0/0/2], [South Africa North E_gateway2, GigabitEthernet0/0/2]], [13.213.0.0/16])]
South Africa North E DC3 -> [([[South Africa North E_gateway1, GigabitEthernet0/0/3], [South Africa North E_gateway2, GigabitEthernet0/0/3]], [13.214.0.0/16])]
South Africa North E DC4 -> [([[South Africa North E_gateway1, GigabitEthernet0/0/4], [South Africa North E_gateway2, GigabitEthernet0/0/4]], [13.215.0.0/16])]
South Africa North E DC5 -> [([[South Africa North E_gateway1, GigabitEthernet0/0/5], [South Africa North E_gateway2, GigabitEthernet0/0/5]], [13.216.0.0/16])]
South Africa North F DC1 -> [([[South Africa North F_gateway1, GigabitEthernet0/0/1], [South Africa North F_gateway2, GigabitEthernet0/0/1]], [13.217.0.0/16])]
South Africa North F DC2 -> [([[South Africa North F_gateway1, GigabitEthernet0/0/2], [South Africa North F_gateway2, GigabitEthernet0/0/2]], [13.218.0.0/16])]
South Africa North F DC3 -> [([[South Africa North F_gateway1, GigabitEthernet0/0/3], [South Africa North F_gateway2, GigabitEthernet0/0/3]], [13.219.0.0/16])]
South Africa North F DC4 -> [([[South Africa North F_gateway1, GigabitEthernet0/0/4], [South Africa North F_gateway2, GigabitEthernet0/0/4]], [13.220.0.0/16])]
South Africa North F DC5 -> [([[South Africa North F_gateway1, GigabitEthernet0/0/5], [South Africa North F_gateway2, GigabitEthernet0/0/5]], [13.221.0.0/16])]
Israel Central A DC1 -> [([[Israel Central A_gateway1, GigabitEthernet0/0/1], [Israel Central A_gateway2, GigabitEthernet0/0/1]], [13.222.0.0/16])]
Israel Central A DC2 -> [([[Israel Central A_gateway1, GigabitEthernet0/0/2], [Israel Central A_gateway2, GigabitEthernet0/0/2]], [13.223.0.0/16])]
Israel Central A DC3 -> [([[Israel Central A_gateway1, GigabitEthernet0/0/3], [Israel Central A_gateway2, GigabitEthernet0/0/3]], [13.224.0.0/16])]
Israel Central A DC4 -> [([[Israel Central A_gateway1, GigabitEthernet0/0/4], [Israel Central A_gateway2, GigabitEthernet0/0/4]], [13.225.0.0/16])]
Israel Central A DC5 -> [([[Israel Central A_gateway1, GigabitEthernet0/0/5], [Israel Central A_gateway2, GigabitEthernet0/0/5]], [13.226.0.0/16])]
Israel Central B DC1 -> [([[Israel Central B_gateway1, GigabitEthernet0/0/1], [Israel Central B_gateway2, GigabitEthernet0/0/1]], [13.227.0.0/16])]
Israel Central B DC2 -> [([[Israel Central B_gateway1, GigabitEthernet0/0/2], [Israel Central B_gateway2, GigabitEthernet0/0/2]], [13.228.0.0/16])]
Israel Central B DC3 -> [([[Israel Central B_gateway1, GigabitEthernet0/0/3], [Israel Central B_gateway2, GigabitEthernet0/0/3]], [13.229.0.0/16])]
Israel Central B DC4 -> [([[Israel Central B_gateway1, GigabitEthernet0/0/4], [Israel Central B_gateway2, GigabitEthernet0/0/4]], [13.230.0.0/16])]
Israel Central B DC5 -> [([[Israel Central B_gateway1, GigabitEthernet0/0/5], [Israel Central B_gateway2, GigabitEthernet0/0/5]], [13.231.0.0/16])]
Israel Central C DC1 -> [([[Israel Central C_gateway1, GigabitEthernet0/0/1], [Israel Central C_gateway2, GigabitEthernet0/0/1]], [13.232.0.0/16])]
Israel Central C DC2 -> [([[Israel Central C_gateway1, GigabitEthernet0/0/2], [Israel Central C_gateway2, GigabitEthernet0/0/2]], [13.233.0.0/16])]
Israel Central C DC3 -> [([[Israel Central C_gateway1, GigabitEthernet0/0/3], [Israel Central C_gateway2, GigabitEthernet0/0/3]], [13.234.0.0/16])]
Israel Central C DC4 -> [([[Israel Central C_gateway1, GigabitEthernet0/0/4], [Israel Central C_gateway2, GigabitEthernet0/0/4]], [13.235.0.0/16])]
Israel Central C DC5 -> [([[Israel Central C_gateway1, GigabitEthernet0/0/5], [Israel Central C_gateway2, GigabitEthernet0/0/5]], [13.236.0.0/16])]
Israel Central D DC1 -> [([[Israel Central D_gateway1, GigabitEthernet0/0/1], [Israel Central D_gateway2, GigabitEthernet0/0/1]], [13.237.0.0/16])]
Israel Central D DC2 -> [([[Israel Central D_gateway1, GigabitEthernet0/0/2], [Israel Central D_gateway2, GigabitEthernet0/0/2]], [13.238.0.0/16])]
Israel Central D DC3 -> [([[Israel Central D_gateway1, GigabitEthernet0/0/3], [Israel Central D_gateway2, GigabitEthernet0/0/3]], [13.239.0.0/16])]
Israel Central D DC4 -> [([[Israel Central D_gateway1, GigabitEthernet0/0/4], [Israel Central D_gateway2, GigabitEthernet0/0/4]], [13.240.0.0/16])]
Israel Central D DC5 -> [([[Israel Central D_gateway1, GigabitEthernet0/0/5], [Israel Central D_gateway2, GigabitEthernet0/0/5]], [13.241.0.0/16])]
Israel Central E DC1 -> [([[Israel Central E_gateway1, GigabitEthernet0/0/1], [Israel Central E_gateway2, GigabitEthernet0/0/1]], [13.242.0.0/16])]
Israel Central E DC2 -> [([[Israel Central E_gateway1, GigabitEthernet0/0/2], [Israel Central E_gateway2, GigabitEthernet0/0/2]], [13.243.0.0/16])]
Israel Central E DC3 -> [([[Israel Central E_gateway1, GigabitEthernet0/0/3], [Israel Central E_gateway2, GigabitEthernet0/0/3]], [13.244.0.0/16])]
Israel Central E DC4 -> [([[Israel Central E_gateway1, GigabitEthernet0/0/4], [Israel Central E_gateway2, GigabitEthernet0/0/4]], [13.245.0.0/16])]
Israel Central E DC5 -> [([[Israel Central E_gateway1, GigabitEthernet0/0/5], [Israel Central E_gateway2, GigabitEthernet0/0/5]], [13.246.0.0/16])]
Israel Central F DC1 -> [([[Israel Central F_gateway1, GigabitEthernet0/0/1], [Israel Central F_gateway2, GigabitEthernet0/0/1]], [13.247.0.0/16])]
Israel Central F DC2 -> [([[Israel Central F_gateway1, GigabitEthernet0/0/2], [Israel Central F_gateway2, GigabitEthernet0/0/2]], [13.248.0.0/16])]
Israel Central F DC3 -> [([[Israel Central F_gateway1, GigabitEthernet0/0/3], [Israel Central F_gateway2, GigabitEthernet0/0/3]], [13.249.0.0/16])]
Israel Central F DC4 -> [([[Israel Central F_gateway1, GigabitEthernet0/0/4], [Israel Central F_gateway2, GigabitEthernet0/0/4]], [13.250.0.0/16])]
Israel Central F DC5 -> [([[Israel Central F_gateway1, GigabitEthernet0/0/5], [Israel Central F_gateway2, GigabitEthernet0/0/5]], [13.251.0.0/16])]
Qatar Central A DC1 -> [([[Qatar Central A_gateway1, GigabitEthernet0/0/1], [Qatar Central A_gateway2, GigabitEthernet0/0/1]], [13.252.0.0/16])]
Qatar Central A DC2 -> [([[Qatar Central A_gateway1, GigabitEthernet0/0/2], [Qatar Central A_gateway2, GigabitEthernet0/0/2]], [13.253.0.0/16])]
Qatar Central A DC3 -> [([[Qatar Central A_gateway1, GigabitEthernet0/0/3], [Qatar Central A_gateway2, GigabitEthernet0/0/3]], [13.254.0.0/16])]
Qatar Central A DC4 -> [([[Qatar Central A_gateway1, GigabitEthernet0/0/4], [Qatar Central A_gateway2, GigabitEthernet0/0/4]], [13.255.0.0/16])]
Qatar Central A DC5 -> [([[Qatar Central A_gateway1, GigabitEthernet0/0/5], [Qatar Central A_gateway2, GigabitEthernet0/0/5]], [14.0.0.0/16])]
Qatar Central B DC1 -> [([[Qatar Central B_gateway1, GigabitEthernet0/0/1], [Qatar Central B_gateway2, GigabitEthernet0/0/1]], [14.1.0.0/16])]
Qatar Central B DC2 -> [([[Qatar Central B_gateway1, GigabitEthernet0/0/2], [Qatar Central B_gateway2, GigabitEthernet0/0/2]], [14.2.0.0/16])]
Qatar Central B DC3 -> [([[Qatar Central B_gateway1, GigabitEthernet0/0/3], [Qatar Central B_gateway2, GigabitEthernet0/0/3]], [14.3.0.0/16])]
Qatar Central B DC4 -> [([[Qatar Central B_gateway1, GigabitEthernet0/0/4], [Qatar Central B_gateway2, GigabitEthernet0/0/4]], [14.4.0.0/16])]
Qatar Central B DC5 -> [([[Qatar Central B_gateway1, GigabitEthernet0/0/5], [Qatar Central B_gateway2, GigabitEthernet0/0/5]], [14.5.0.0/16])]
Qatar Central C DC1 -> [([[Qatar Central C_gateway1, GigabitEthernet0/0/1], [Qatar Central C_gateway2, GigabitEthernet0/0/1]], [14.6.0.0/16])]
Qatar Central C DC2 -> [([[Qatar Central C_gateway1, GigabitEthernet0/0/2], [Qatar Central C_gateway2, GigabitEthernet0/0/2]], [14.7.0.0/16])]
Qatar Central C DC3 -> [([[Qatar Central C_gateway1, GigabitEthernet0/0/3], [Qatar Central C_gateway2, GigabitEthernet0/0/3]], [14.8.0.0/16])]
Qatar Central C DC4 -> [([[Qatar Central C_gateway1, GigabitEthernet0/0/4], [Qatar Central C_gateway2, GigabitEthernet0/0/4]], [14.9.0.0/16])]
Qatar Central C DC5 -> [([[Qatar Central C_gateway1, GigabitEthernet0/0/5], [Qatar Central C_gateway2, GigabitEthernet0/0/5]], [14.10.0.0/16])]
Qatar Central D DC1 -> [([[Qatar Central D_gateway1, GigabitEthernet0/0/1], [Qatar Central D_gateway2, GigabitEthernet0/0/1]], [14.11.0.0/16])]
Qatar Central D DC2 -> [([[Qatar Central D_gateway1, GigabitEthernet0/0/2], [Qatar Central D_gateway2, GigabitEthernet0/0/2]], [14.12.0.0/16])]
Qatar Central D DC3 -> [([[Qatar Central D_gateway1, GigabitEthernet0/0/3], [Qatar Central D_gateway2, GigabitEthernet0/0/3]], [14.13.0.0/16])]
Qatar Central D DC4 -> [([[Qatar Central D_gateway1, GigabitEthernet0/0/4], [Qatar Central D_gateway2, GigabitEthernet0/0/4]], [14.14.0.0/16])]
Qatar Central D DC5 -> [([[Qatar Central D_gateway1, GigabitEthernet0/0/5], [Qatar Central D_gateway2, GigabitEthernet0/0/5]], [14.15.0.0/16])]
Qatar Central E DC1 -> [([[Qatar Central E_gateway1, GigabitEthernet0/0/1], [Qatar Central E_gateway2, GigabitEthernet0/0/1]], [14.16.0.0/16])]
Qatar Central E DC2 -> [([[Qatar Central E_gateway1, GigabitEthernet0/0/2], [Qatar Central E_gateway2, GigabitEthernet0/0/2]], [14.17.0.0/16])]
Qatar Central E DC3 -> [([[Qatar Central E_gateway1, GigabitEthernet0/0/3], [Qatar Central E_gateway2, GigabitEthernet0/0/3]], [14.18.0.0/16])]
Qatar Central E DC4 -> [([[Qatar Central E_gateway1, GigabitEthernet0/0/4], [Qatar Central E_gateway2, GigabitEthernet0/0/4]], [14.19.0.0/16])]
Qatar Central E DC5 -> [([[Qatar Central E_gateway1, GigabitEthernet0/0/5], [Qatar Central E_gateway2, GigabitEthernet0/0/5]], [14.20.0.0/16])]
Qatar Central F DC1 -> [([[Qatar Central F_gateway1, GigabitEthernet0/0/1], [Qatar Central F_gateway2, GigabitEthernet0/0/1]], [14.21.0.0/16])]
Qatar Central F DC2 -> [([[Qatar Central F_gateway1, GigabitEthernet0/0/2], [Qatar Central F_gateway2, GigabitEthernet0/0/2]], [14.22.0.0/16])]
Qatar Central F DC3 -> [([[Qatar Central F_gateway1, GigabitEthernet0/0/3], [Qatar Central F_gateway2, GigabitEthernet0/0/3]], [14.23.0.0/16])]
Qatar Central F DC4 -> [([[Qatar Central F_gateway1, GigabitEthernet0/0/4], [Qatar Central F_gateway2, GigabitEthernet0/0/4]], [14.24.0.0/16])]
Qatar Central F DC5 -> [([[Qatar Central F_gateway1, GigabitEthernet0/0/5], [Qatar Central F_gateway2, GigabitEthernet0/0/5]], [14.25.0.0/16])]
UAE North A DC1 -> [([[UAE North A_gateway1, GigabitEthernet0/0/1], [UAE North A_gateway2, GigabitEthernet0/0/1]], [14.26.0.0/16])]
UAE North A DC2 -> [([[UAE North A_gateway1, GigabitEthernet0/0/2], [UAE North A_gateway2, GigabitEthernet0/0/2]], [14.27.0.0/16])]
UAE North A DC3 -> [([[UAE North A_gateway1, GigabitEthernet0/0/3], [UAE North A_gateway2, GigabitEthernet0/0/3]], [14.28.0.0/16])]
UAE North A DC4 -> [([[UAE North A_gateway1, GigabitEthernet0/0/4], [UAE North A_gateway2, GigabitEthernet0/0/4]], [14.29.0.0/16])]
UAE North A DC5 -> [([[UAE North A_gateway1, GigabitEthernet0/0/5], [UAE North A_gateway2, GigabitEthernet0/0/5]], [14.30.0.0/16])]
UAE North B DC1 -> [([[UAE North B_gateway1, GigabitEthernet0/0/1], [UAE North B_gateway2, GigabitEthernet0/0/1]], [14.31.0.0/16])]
UAE North B DC2 -> [([[UAE North B_gateway1, GigabitEthernet0/0/2], [UAE North B_gateway2, GigabitEthernet0/0/2]], [14.32.0.0/16])]
UAE North B DC3 -> [([[UAE North B_gateway1, GigabitEthernet0/0/3], [UAE North B_gateway2, GigabitEthernet0/0/3]], [14.33.0.0/16])]
UAE North B DC4 -> [([[UAE North B_gateway1, GigabitEthernet0/0/4], [UAE North B_gateway2, GigabitEthernet0/0/4]], [14.34.0.0/16])]
UAE North B DC5 -> [([[UAE North B_gateway1, GigabitEthernet0/0/5], [UAE North B_gateway2, GigabitEthernet0/0/5]], [14.35.0.0/16])]
UAE North C DC1 -> [([[UAE North C_gateway1, GigabitEthernet0/0/1], [UAE North C_gateway2, GigabitEthernet0/0/1]], [14.36.0.0/16])]
UAE North C DC2 -> [([[UAE North C_gateway1, GigabitEthernet0/0/2], [UAE North C_gateway2, GigabitEthernet0/0/2]], [14.37.0.0/16])]
UAE North C DC3 -> [([[UAE North C_gateway1, GigabitEthernet0/0/3], [UAE North C_gateway2, GigabitEthernet0/0/3]], [14.38.0.0/16])]
UAE North C DC4 -> [([[UAE North C_gateway1, GigabitEthernet0/0/4], [UAE North C_gateway2, GigabitEthernet0/0/4]], [14.39.0.0/16])]
UAE North C DC5 -> [([[UAE North C_gateway1, GigabitEthernet0/0/5], [UAE North C_gateway2, GigabitEthernet0/0/5]], [14.40.0.0/16])]
UAE North D DC1 -> [([[UAE North D_gateway1, GigabitEthernet0/0/1], [UAE North D_gateway2, GigabitEthernet0/0/1]], [14.41.0.0/16])]
UAE North D DC2 -> [([[UAE North D_gateway1, GigabitEthernet0/0/2], [UAE North D_gateway2, GigabitEthernet0/0/2]], [14.42.0.0/16])]
UAE North D DC3 -> [([[UAE North D_gateway1, GigabitEthernet0/0/3], [UAE North D_gateway2, GigabitEthernet0/0/3]], [14.43.0.0/16])]
UAE North D DC4 -> [([[UAE North D_gateway1, GigabitEthernet0/0/4], [UAE North D_gateway2, GigabitEthernet0/0/4]], [14.44.0.0/16])]
UAE North D DC5 -> [([[UAE North D_gateway1, GigabitEthernet0/0/5], [UAE North D_gateway2, GigabitEthernet0/0/5]], [14.45.0.0/16])]
UAE North E DC1 -> [([[UAE North E_gateway1, GigabitEthernet0/0/1], [UAE North E_gateway2, GigabitEthernet0/0/1]], [14.46.0.0/16])]
UAE North E DC2 -> [([[UAE North E_gateway1, GigabitEthernet0/0/2], [UAE North E_gateway2, GigabitEthernet0/0/2]], [14.47.0.0/16])]
UAE North E DC3 -> [([[UAE North E_gateway1, GigabitEthernet0/0/3], [UAE North E_gateway2, GigabitEthernet0/0/3]], [14.48.0.0/16])]
UAE North E DC4 -> [([[UAE North E_gateway1, GigabitEthernet0/0/4], [UAE North E_gateway2, GigabitEthernet0/0/4]], [14.49.0.0/16])]
UAE North E DC5 -> [([[UAE North E_gateway1, GigabitEthernet0/0/5], [UAE North E_gateway2, GigabitEthernet0/0/5]], [14.50.0.0/16])]
UAE North F DC1 -> [([[UAE North F_gateway1, GigabitEthernet0/0/1], [UAE North F_gateway2, GigabitEthernet0/0/1]], [14.51.0.0/16])]
UAE North F DC2 -> [([[UAE North F_gateway1, GigabitEthernet0/0/2], [UAE North F_gateway2, GigabitEthernet0/0/2]], [14.52.0.0/16])]
UAE North F DC3 -> [([[UAE North F_gateway1, GigabitEthernet0/0/3], [UAE North F_gateway2, GigabitEthernet0/0/3]], [14.53.0.0/16])]
UAE North F DC4 -> [([[UAE North F_gateway1, GigabitEthernet0/0/4], [UAE North F_gateway2, GigabitEthernet0/0/4]], [14.54.0.0/16])]
UAE North F DC5 -> [([[UAE North F_gateway1, GigabitEthernet0/0/5], [UAE North F_gateway2, GigabitEthernet0/0/5]], [14.55.0.0/16])]
Central India A DC1 -> [([[Central India A_gateway1, GigabitEthernet0/0/1], [Central India A_gateway2, GigabitEthernet0/0/1]], [14.56.0.0/16])]
Central India A DC2 -> [([[Central India A_gateway1, GigabitEthernet0/0/2], [Central India A_gateway2, GigabitEthernet0/0/2]], [14.57.0.0/16])]
Central India A DC3 -> [([[Central India A_gateway1, GigabitEthernet0/0/3], [Central India A_gateway2, GigabitEthernet0/0/3]], [14.58.0.0/16])]
Central India A DC4 -> [([[Central India A_gateway1, GigabitEthernet0/0/4], [Central India A_gateway2, GigabitEthernet0/0/4]], [14.59.0.0/16])]
Central India A DC5 -> [([[Central India A_gateway1, GigabitEthernet0/0/5], [Central India A_gateway2, GigabitEthernet0/0/5]], [14.60.0.0/16])]
Central India B DC1 -> [([[Central India B_gateway1, GigabitEthernet0/0/1], [Central India B_gateway2, GigabitEthernet0/0/1]], [14.61.0.0/16])]
Central India B DC2 -> [([[Central India B_gateway1, GigabitEthernet0/0/2], [Central India B_gateway2, GigabitEthernet0/0/2]], [14.62.0.0/16])]
Central India B DC3 -> [([[Central India B_gateway1, GigabitEthernet0/0/3], [Central India B_gateway2, GigabitEthernet0/0/3]], [14.63.0.0/16])]
Central India B DC4 -> [([[Central India B_gateway1, GigabitEthernet0/0/4], [Central India B_gateway2, GigabitEthernet0/0/4]], [14.64.0.0/16])]
Central India B DC5 -> [([[Central India B_gateway1, GigabitEthernet0/0/5], [Central India B_gateway2, GigabitEthernet0/0/5]], [14.65.0.0/16])]
Central India C DC1 -> [([[Central India C_gateway1, GigabitEthernet0/0/1], [Central India C_gateway2, GigabitEthernet0/0/1]], [14.66.0.0/16])]
Central India C DC2 -> [([[Central India C_gateway1, GigabitEthernet0/0/2], [Central India C_gateway2, GigabitEthernet0/0/2]], [14.67.0.0/16])]
Central India C DC3 -> [([[Central India C_gateway1, GigabitEthernet0/0/3], [Central India C_gateway2, GigabitEthernet0/0/3]], [14.68.0.0/16])]
Central India C DC4 -> [([[Central India C_gateway1, GigabitEthernet0/0/4], [Central India C_gateway2, GigabitEthernet0/0/4]], [14.69.0.0/16])]
Central India C DC5 -> [([[Central India C_gateway1, GigabitEthernet0/0/5], [Central India C_gateway2, GigabitEthernet0/0/5]], [14.70.0.0/16])]
Central India D DC1 -> [([[Central India D_gateway1, GigabitEthernet0/0/1], [Central India D_gateway2, GigabitEthernet0/0/1]], [14.71.0.0/16])]
Central India D DC2 -> [([[Central India D_gateway1, GigabitEthernet0/0/2], [Central India D_gateway2, GigabitEthernet0/0/2]], [14.72.0.0/16])]
Central India D DC3 -> [([[Central India D_gateway1, GigabitEthernet0/0/3], [Central India D_gateway2, GigabitEthernet0/0/3]], [14.73.0.0/16])]
Central India D DC4 -> [([[Central India D_gateway1, GigabitEthernet0/0/4], [Central India D_gateway2, GigabitEthernet0/0/4]], [14.74.0.0/16])]
Central India D DC5 -> [([[Central India D_gateway1, GigabitEthernet0/0/5], [Central India D_gateway2, GigabitEthernet0/0/5]], [14.75.0.0/16])]
Central India E DC1 -> [([[Central India E_gateway1, GigabitEthernet0/0/1], [Central India E_gateway2, GigabitEthernet0/0/1]], [14.76.0.0/16])]
Central India E DC2 -> [([[Central India E_gateway1, GigabitEthernet0/0/2], [Central India E_gateway2, GigabitEthernet0/0/2]], [14.77.0.0/16])]
Central India E DC3 -> [([[Central India E_gateway1, GigabitEthernet0/0/3], [Central India E_gateway2, GigabitEthernet0/0/3]], [14.78.0.0/16])]
Central India E DC4 -> [([[Central India E_gateway1, GigabitEthernet0/0/4], [Central India E_gateway2, GigabitEthernet0/0/4]], [14.79.0.0/16])]
Central India E DC5 -> [([[Central India E_gateway1, GigabitEthernet0/0/5], [Central India E_gateway2, GigabitEthernet0/0/5]], [14.80.0.0/16])]
Central India F DC1 -> [([[Central India F_gateway1, GigabitEthernet0/0/1], [Central India F_gateway2, GigabitEthernet0/0/1]], [14.81.0.0/16])]
Central India F DC2 -> [([[Central India F_gateway1, GigabitEthernet0/0/2], [Central India F_gateway2, GigabitEthernet0/0/2]], [14.82.0.0/16])]
Central India F DC3 -> [([[Central India F_gateway1, GigabitEthernet0/0/3], [Central India F_gateway2, GigabitEthernet0/0/3]], [14.83.0.0/16])]
Central India F DC4 -> [([[Central India F_gateway1, GigabitEthernet0/0/4], [Central India F_gateway2, GigabitEthernet0/0/4]], [14.84.0.0/16])]
Central India F DC5 -> [([[Central India F_gateway1, GigabitEthernet0/0/5], [Central India F_gateway2, GigabitEthernet0/0/5]], [14.85.0.0/16])]
South India A DC1 -> [([[South India A_gateway1, GigabitEthernet0/0/1], [South India A_gateway2, GigabitEthernet0/0/1]], [14.86.0.0/16])]
South India A DC2 -> [([[South India A_gateway1, GigabitEthernet0/0/2], [South India A_gateway2, GigabitEthernet0/0/2]], [14.87.0.0/16])]
South India A DC3 -> [([[South India A_gateway1, GigabitEthernet0/0/3], [South India A_gateway2, GigabitEthernet0/0/3]], [14.88.0.0/16])]
South India A DC4 -> [([[South India A_gateway1, GigabitEthernet0/0/4], [South India A_gateway2, GigabitEthernet0/0/4]], [14.89.0.0/16])]
South India A DC5 -> [([[South India A_gateway1, GigabitEthernet0/0/5], [South India A_gateway2, GigabitEthernet0/0/5]], [14.90.0.0/16])]
South India B DC1 -> [([[South India B_gateway1, GigabitEthernet0/0/1], [South India B_gateway2, GigabitEthernet0/0/1]], [14.91.0.0/16])]
South India B DC2 -> [([[South India B_gateway1, GigabitEthernet0/0/2], [South India B_gateway2, GigabitEthernet0/0/2]], [14.92.0.0/16])]
